iter	Logloss
208	0.04940766907
209	0.04931728821
210	0.04925590515
211	0.04922097168
212	0.0491620575
213	0.04909944458
214	0.04905833435
215	0.04902036438
216	0.0489857605
217	0.04895571899
218	0.04893428345
219	0.04886390076
220	0.04877415466
221	0.04870930481
222	0.04860999756
223	0.04855522156
224	0.04853062134
225	0.04849066467
226	0.04841286621
227	0.04835602112
228	0.04831298523
229	0.04823624878
230	0.04813277283
231	0.04809297485
232	0.04801091309
233	0.04793319092
234	0.0478880127
235	0.04780695801
236	0.04772686462
237	0.0475937439
238	0.04755359192
239	0.04750531616
240	0.0474401825
241	0.04730938721
242	0.04725556946
243	0.04720899048
244	0.04717130432
245	0.04711330566
246	0.04704604492
247	0.04692261963
248	0.04688355713
249	0.0468270813
250	0.04680145874
251	0.04672862549
252	0.04664714355
253	0.04657272644
254	0.04651595459
255	0.04642304687
256	0.04639775696
257	0.04628945312
258	0.0461955658
259	0.04610200806
260	0.04606985474
261	0.04596911621
262	0.04594137573
263	0.04588716736
264	0.04584014893
265	0.04577842102
266	0.04569333191
267	0.0456681366
268	0.04561007385
269	0.04557466125
270	0.04552351685
271	0.04545727844
272	0.04537199097
273	0.04533348999
274	0.04527306213
275	0.04521087646
276	0.04509474792
277	0.04502098389
278	0.04490327148
279	0.04485761719
280	0.04482601929
281	0.04476941528
282	0.04468460999
283	0.04463241882
284	0.04459615784
285	0.04453305664
286	0.04447307129
287	0.044361203
288	0.04432177124
289	0.04429229126
290	0.04425828857
291	0.04422650146
292	0.0441612915
293	0.04413025513
294	0.04408665161
295	0.04405711365
296	0.04401512451
297	0.04399411011
298	0.04392371826
299	0.0438781189
300	0.04382736206
301	0.04379655762
302	0.04373840942
303	0.04368294373
304	0.04353358154
305	0.04350223389
306	0.04344093018
307	0.04341186523
308	0.04335328369
309	0.04331273499
310	0.04326383362
311	0.04323557434
312	0.04318700562
313	0.04304814148
314	0.04299902039
315	0.04292763977
316	0.0428465332
317	0.04282272949
318	0.04272332764
319	0.04267567139
320	0.04264718933
321	0.04262359924
322	0.04257495117
323	0.04253067627
324	0.04247597046
325	0.04240410461
326	0.04233745117
327	0.04229052124
328	0.04225820618
329	0.0422232666
330	0.0421800354
331	0.04211741943
332	0.04208208313
333	0.04202460938
334	0.04199954224
335	0.04195770264
336	0.04191864624
337	0.04187532959
338	0.04180307007
339	0.04177739868
340	0.04173900452
341	0.0416798645
342	0.04162996521
343	0.0415789917
344	0.04150053406
345	0.04147686768
346	0.04144031982
347	0.04139587402
348	0.04136119995
349	0.04133964844
350	0.04123737183
351	0.04115327148
352	0.04109615479
353	0.04101011963
354	0.04092325439
355	0.04088272705
356	0.04085515137
357	0.04081630249
358	0.04072998962
359	0.04071428223
360	0.04069329224
361	0.04061683044
362	0.04056911316
363	0.04046511841
364	0.04042693481
365	0.04039625854
366	0.04037635803
367	0.04035348511
368	0.04030707703
369	0.04026894531
370	0.04023724365
371	0.04017227783
372	0.04013684387
373	0.04009108887
374	0.04007128601
375	0.04003978271
376	0.04000407715
377	0.03996688843
378	0.03991867676
379	0.03988935547
380	0.03979771423
381	0.03976008911
382	0.03973024597
383	0.03968093872
384	0.03963207703
385	0.03959942017
386	0.03954275818
387	0.03951691589
388	0.03944962463
389	0.03940701294
390	0.03937045898
391	0.03934831848
392	0.03932588806
393	0.03924980469
394	0.03918224487
395	0.03914718628
396	0.03911420898
397	0.039070224
398	0.03900025635
399	0.03897125854
400	0.03894122009
401	0.03890739746
402	0.03885020142
403	0.03878061523
404	0.03874057922
405	0.0387086731
406	0.03868276062
407	0.0386427948
408	0.03864093018
409	0.03860672607
410	0.03858071899
411	0.03854135742
412	0.03850391235
413	0.0384751709
414	0.03844006348
415	0.03842272034
416	0.03837756958
417	0.03835950012
418	0.03830961914
419	0.03829082336
420	0.038264151
421	0.03824022217
422	0.03818857117
423	0.03816626587
424	0.03811570129
425	0.03808859863
426	0.03806870422
427	0.03800053711
428	0.03793641663
429	0.03786893311
430	0.03782798462
431	0.03775133667
432	0.03768244019
433	0.03761234741
434	0.03758062134
435	0.03751688843
436	0.03749133606
437	0.03743707275
438	0.03738268433
439	0.03736353455
440	0.03731805725
441	0.03725686646
442	0.03724205627
443	0.03718085937
444	0.03713120422
445	0.03706835327
446	0.03703391724
447	0.03697549133
448	0.036939328
449	0.03692102356
450	0.03687372437
451	0.03684163818
452	0.03679772339
453	0.03675732422
454	0.03670390015
455	0.03667218628
456	0.03657380676
457	0.03655782471
458	0.03653325806
459	0.03647156982
460	0.03639885864
461	0.03633670044
462	0.03630974426
463	0.03622069397
464	0.03616312561
465	0.0361107605
466	0.03608611755
467	0.03606308899
468	0.03604118042
469	0.03598847961
470	0.03597010803
471	0.03595424194
472	0.03591866455
473	0.0358842865
474	0.03585582275
475	0.03583574219
476	0.03579990234
477	0.035749646
478	0.0357324646
479	0.03568203125
480	0.03565312195
481	0.03560956421
482	0.03559328003
483	0.03556812134
484	0.0355512146
485	0.03552949219
486	0.03550634766
487	0.03549060059
488	0.03546951599
489	0.03540371399
490	0.03536243286
491	0.03534050598
492	0.03529341125
493	0.03527105408
494	0.03521062012
495	0.03517816162
496	0.03513466187
497	0.03509709473
498	0.03505568848
499	0.03503551941
